EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;LAngTHR;MtiaCount;;;;;;;;;;;
32,6389;0;0,652777778;0,03;12;30;12;10;8;;;;;;;;;;;
32,6389;0;0,652777778;0,03;12;50;12;10;8;;;;;;;;;;;
32,6389;0;0,652777778;0,04;4;30;12;50;8;;;;;;;;;;;
32,7778;0;0,655555556;0,03;12;10;12;10;8;;;;;;;;;;;
32,7778;0;0,655555556;0,04;4;30;8;50;8;;;;;;;;;;;
32,7778;0;0,655555556;0,04;4;30;12;30;8;;;;;;;;;;;
32,7778;0;0,655555556;0,04;4;50;12;30;4;;;;;;;;;;;
32,7778;0;0,655555556;0,04;4;50;12;30;8;;;;;;;;;;;
32,9167;0;0,658333333;0,02;4;10;8;30;8;;;;;;;;;;;
32,9167;0;0,658333333;0,02;4;10;8;50;8;;;;;;;;;;;
32,9167;0;0,658333333;0,02;4;10;12;30;8;;;;;;;;;;;
32,9167;0;0,658333333;0,03;12;30;8;10;4;;;;;;;;;;;
32,9167;0;0,658333333;0,03;12;50;8;10;4;;;;;;;;;;;
32,9167;0;0,658333333;0,04;4;30;8;50;4;;;;;;;;;;;
32,9167;0;0,658333333;0,04;4;30;12;30;4;;;;;;;;;;;
33,1944;0;0,663888889;0,02;8;10;4;50;12;;;;;;;;;;;
33,1944;0;0,663888889;0,03;12;10;8;10;4;;;;;;;;;;;
33,1944;0;0,663888889;0,03;12;30;8;10;8;;;;;;;;;;;
33,1944;0;0,663888889;0,03;12;50;8;10;8;;;;;;;;;;;
33,3333;0;0,666666667;0,03;12;10;8;10;8;;;;;;;;;;;
33,3333;0;0,666666667;0,03;4;30;4;50;4;;;;;;;;;;;
33,3333;0;0,666666667;0,03;4;50;4;50;4;;;;;;;;;;;
33,3333;0;0,666666667;0,04;4;30;8;30;4;;;;;;;;;;;
33,3333;0;0,666666667;0,04;4;30;8;30;8;;;;;;;;;;;
33,3333;0;0,666666667;0,04;4;50;8;30;4;;;;;;;;;;;
33,3333;0;0,666666667;0,04;4;50;8;30;8;;;;;;;;;;;
33,4722;0;0,669444444;0,02;4;10;4;50;4;;;;;;;;;;;
33,4722;0;0,669444444;0,03;4;10;12;30;4;;;;;;;;;;;
33,4722;0;0,669444444;0,03;8;10;4;50;12;;;;;;;;;;;
33,4722;0;0,669444444;0,03;8;30;12;10;4;;;;;;;;;;;
33,4722;0;0,669444444;0,03;8;50;12;10;4;;;;;;;;;;;
33,4722;0;0,669444444;0,04;12;30;12;10;4;;;;;;;;;;;
33,4722;0;0,669444444;0,04;12;50;12;10;4;;;;;;;;;;;
33,6111;0;0,672222222;0,03;4;10;8;50;4;;;;;;;;;;;
33,6111;0;0,672222222;0,03;4;10;12;50;4;;;;;;;;;;;
33,6111;0;0,672222222;0,03;8;10;12;10;4;;;;;;;;;;;
33,6111;0;0,672222222;0,03;4;30;4;30;4;;;;;;;;;;;
33,6111;0;0,672222222;0,03;4;50;4;30;4;;;;;;;;;;;
33,6111;0;0,672222222;0,04;12;10;12;10;4;;;;;;;;;;;
33,6111;0;0,672222222;0,04;12;30;12;10;8;;;;;;;;;;;
33,6111;0;0,672222222;0,04;12;50;12;10;8;;;;;;;;;;;
33,75;0;0,675;0,03;4;10;8;30;4;;;;;;;;;;;
33,75;0;0,675;0,04;12;10;12;10;8;;;;;;;;;;;
33,8889;0;0,677777778;0,02;4;10;4;30;4;;;;;;;;;;;
33,8889;0;0,677777778;0,02;8;10;4;30;12;;;;;;;;;;;
33,8889;0;0,677777778;0,03;4;30;4;50;8;;;;;;;;;;;
33,8889;0;0,677777778;0,03;4;50;4;50;8;;;;;;;;;;;
34,0278;0;0,680555556;0,02;8;30;12;10;8;;;;;;;;;;;
34,0278;0;0,680555556;0,02;8;50;12;10;8;;;;;;;;;;;
34,0278;0;0,680555556;0,03;8;30;8;10;4;;;;;;;;;;;
34,0278;0;0,680555556;0,03;8;50;8;10;4;;;;;;;;;;;
34,1667;0;0,683333333;0,03;4;10;12;30;8;;;;;;;;;;;
34,1667;0;0,683333333;0,03;8;10;4;30;12;;;;;;;;;;;
34,1667;0;0,683333333;0,03;8;10;8;10;4;;;;;;;;;;;
34,1667;0;0,683333333;0,03;4;30;4;30;8;;;;;;;;;;;
34,1667;0;0,683333333;0,03;4;50;4;30;8;;;;;;;;;;;
34,1667;0;0,683333333;0,04;8;10;4;50;12;;;;;;;;;;;
34,3056;0;0,686111111;0,02;12;10;4;10;4;;;;;;;;;;;
34,3056;0;0,686111111;0,02;8;30;8;10;8;;;;;;;;;;;
34,3056;0;0,686111111;0,02;12;30;4;10;4;;;;;;;;;;;
34,3056;0;0,686111111;0,02;8;50;8;10;8;;;;;;;;;;;
34,3056;0;0,686111111;0,02;12;50;4;10;4;;;;;;;;;;;
34,3056;0;0,686111111;0,03;4;10;8;30;8;;;;;;;;;;;
34,3056;0;0,686111111;0,03;4;10;8;50;8;;;;;;;;;;;
34,3056;0;0,686111111;0,03;4;10;12;50;8;;;;;;;;;;;
34,3056;0;0,686111111;0,04;8;30;12;10;4;;;;;;;;;;;
34,3056;0;0,686111111;0,04;12;30;8;10;4;;;;;;;;;;;
34,3056;0;0,686111111;0,04;12;30;8;10;8;;;;;;;;;;;
34,3056;0;0,686111111;0,04;4;50;4;50;4;;;;;;;;;;;
34,3056;0;0,686111111;0,04;8;50;12;10;4;;;;;;;;;;;
34,3056;0;0,686111111;0,04;12;50;8;10;4;;;;;;;;;;;
34,3056;0;0,686111111;0,04;12;50;8;10;8;;;;;;;;;;;
34,4444;0;0,688888889;0,02;8;10;12;10;8;;;;;;;;;;;
34,4444;0;0,688888889;0,03;8;30;12;10;8;;;;;;;;;;;
34,4444;0;0,688888889;0,03;8;50;12;10;8;;;;;;;;;;;
34,4444;0;0,688888889;0,04;12;10;8;10;4;;;;;;;;;;;
34,4444;0;0,688888889;0,04;12;10;8;10;8;;;;;;;;;;;
34,5833;0;0,691666667;0,02;8;10;4;10;4;;;;;;;;;;;
34,5833;0;0,691666667;0,02;8;10;8;10;8;;;;;;;;;;;
34,5833;0;0,691666667;0,02;8;30;4;10;4;;;;;;;;;;;
34,5833;0;0,691666667;0,02;8;50;4;10;4;;;;;;;;;;;
34,5833;0;0,691666667;0,04;4;30;4;50;4;;;;;;;;;;;
34,5833;0;0,691666667;0,04;4;30;4;50;8;;;;;;;;;;;
34,5833;0;0,691666667;0,04;4;50;4;50;8;;;;;;;;;;;
34,7222;0;0,694444444;0,02;4;10;4;50;8;;;;;;;;;;;
34,7222;0;0,694444444;0,02;4;30;12;30;12;;;;;;;;;;;
34,7222;0;0,694444444;0,02;4;50;12;30;12;;;;;;;;;;;
34,7222;0;0,694444444;0,03;8;30;8;10;8;;;;;;;;;;;
34,7222;0;0,694444444;0,03;8;50;8;10;8;;;;;;;;;;;
34,7222;0;0,694444444;0,04;8;10;4;30;12;;;;;;;;;;;
34,7222;0;0,694444444;0,04;8;10;12;10;4;;;;;;;;;;;
34,8611;0;0,697222222;0,03;8;10;12;10;8;;;;;;;;;;;
34,8611;0;0,697222222;0,03;4;30;12;30;12;;;;;;;;;;;
34,8611;0;0,697222222;0,03;4;50;12;30;12;;;;;;;;;;;
34,8611;0;0,697222222;0,04;4;10;12;50;4;;;;;;;;;;;
34,8611;0;0,697222222;0,04;4;30;4;30;4;;;;;;;;;;;
34,8611;0;0,697222222;0,04;8;30;8;10;4;;;;;;;;;;;
34,8611;0;0,697222222;0,04;8;30;12;10;8;;;;;;;;;;;
34,8611;0;0,697222222;0,04;4;50;4;30;4;;;;;;;;;;;
34,8611;0;0,697222222;0,04;8;50;8;10;4;;;;;;;;;;;
34,8611;0;0,697222222;0,04;8;50;12;10;8;;;;;;;;;;;
35;0;0,7;0,02;4;30;8;30;12;;;;;;;;;;;
35;0;0,7;0,02;4;50;8;30;12;;;;;;;;;;;
35;0;0,7;0,02;4;50;8;50;12;;;;;;;;;;;
35;0;0,7;0,02;4;50;12;50;12;;;;;;;;;;;
35;0;0,7;0,03;8;10;8;10;8;;;;;;;;;;;
35;0;0,7;0,04;4;10;12;50;8;;;;;;;;;;;
35;0;0,7;0,04;4;30;4;30;8;;;;;;;;;;;
35;0;0,7;0,04;4;50;4;30;8;;;;;;;;;;;
35,1389;0;0,702777778;0,02;4;10;4;30;8;;;;;;;;;;;
35,1389;0;0,702777778;0,02;4;30;8;50;12;;;;;;;;;;;
35,1389;0;0,702777778;0,02;4;30;12;50;12;;;;;;;;;;;
35,1389;0;0,702777778;0,03;4;10;4;30;4;;;;;;;;;;;
35,1389;0;0,702777778;0,03;4;10;4;50;4;;;;;;;;;;;
35,1389;0;0,702777778;0,03;4;50;8;50;12;;;;;;;;;;;
35,1389;0;0,702777778;0,03;4;50;12;50;12;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;10;12;30;4;;;;;;;;;;;
35,1389;0;0,702777778;0,04;8;10;8;10;4;;;;;;;;;;;
35,1389;0;0,702777778;0,04;8;30;8;10;8;;;;;;;;;;;
35,1389;0;0,702777778;0,04;8;50;8;10;8;;;;;;;;;;;
35,2778;0;0,705555556;0,02;12;30;12;10;12;;;;;;;;;;;
35,2778;0;0,705555556;0,02;12;50;12;10;12;;;;;;;;;;;
35,2778;0;0,705555556;0,03;4;30;8;30;12;;;;;;;;;;;
35,2778;0;0,705555556;0,03;4;30;8;50;12;;;;;;;;;;;
35,2778;0;0,705555556;0,03;4;30;12;50;12;;;;;;;;;;;
35,2778;0;0,705555556;0,03;4;50;8;30;12;;;;;;;;;;;
35,2778;0;0,705555556;0,04;4;10;8;50;4;;;;;;;;;;;
35,2778;0;0,705555556;0,04;4;10;12;30;8;;;;;;;;;;;
35,2778;0;0,705555556;0,04;8;10;12;10;8;;;;;;;;;;;
35,4167;0;0,708333333;0,02;12;10;4;10;8;;;;;;;;;;;
35,4167;0;0,708333333;0,02;12;30;4;10;8;;;;;;;;;;;
35,4167;0;0,708333333;0,02;12;30;8;10;12;;;;;;;;;;;
35,4167;0;0,708333333;0,02;12;50;4;10;8;;;;;;;;;;;
35,4167;0;0,708333333;0,02;12;50;8;10;12;;;;;;;;;;;
35,4167;0;0,708333333;0,04;4;10;8;50;8;;;;;;;;;;;
35,4167;0;0,708333333;0,04;8;10;8;10;8;;;;;;;;;;;
35,5556;0;0,711111111;0,02;4;10;12;10;4;;;;;;;;;;;
35,5556;0;0,711111111;0,02;4;30;12;10;4;;;;;;;;;;;
35,5556;0;0,711111111;0,02;4;50;12;10;4;;;;;;;;;;;
35,5556;0;0,711111111;0,03;12;30;12;10;12;;;;;;;;;;;
35,5556;0;0,711111111;0,03;12;50;12;10;12;;;;;;;;;;;
35,5556;0;0,711111111;0,04;4;10;8;30;4;;;;;;;;;;;
35,5556;0;0,711111111;0,04;4;30;12;30;12;;;;;;;;;;;
35,5556;0;0,711111111;0,04;4;50;12;30;12;;;;;;;;;;;
35,5556;0;0,711111111;0,04;4;50;12;50;12;;;;;;;;;;;
35,6944;0;0,713888889;0,02;4;10;8;10;4;;;;;;;;;;;
35,6944;0;0,713888889;0,02;12;10;8;10;12;;;;;;;;;;;
35,6944;0;0,713888889;0,02;12;10;12;10;12;;;;;;;;;;;
35,6944;0;0,713888889;0,02;4;30;8;10;4;;;;;;;;;;;
35,6944;0;0,713888889;0,02;4;50;8;10;4;;;;;;;;;;;
35,6944;0;0,713888889;0,03;4;10;4;50;8;;;;;;;;;;;
35,6944;0;0,713888889;0,03;12;30;8;10;12;;;;;;;;;;;
35,6944;0;0,713888889;0,03;12;50;8;10;12;;;;;;;;;;;
35,6944;0;0,713888889;0,04;4;10;8;30;8;;;;;;;;;;;
35,6944;0;0,713888889;0,04;4;30;12;50;12;;;;;;;;;;;
35,6944;0;0,713888889;0,04;4;50;8;50;12;;;;;;;;;;;
35,8333;0;0,716666667;0,03;4;10;4;30;8;;;;;;;;;;;
35,8333;0;0,716666667;0,03;12;10;8;10;12;;;;;;;;;;;
35,8333;0;0,716666667;0,03;12;10;12;10;12;;;;;;;;;;;
35,8333;0;0,716666667;0,04;4;30;8;50;12;;;;;;;;;;;
35,8333;0;0,716666667;0,04;12;30;12;10;12;;;;;;;;;;;
35,8333;0;0,716666667;0,04;12;50;12;10;12;;;;;;;;;;;
35,9722;0;0,719444444;0,03;12;10;4;10;4;;;;;;;;;;;
35,9722;0;0,719444444;0,03;12;30;4;10;4;;;;;;;;;;;
35,9722;0;0,719444444;0,03;12;50;4;10;4;;;;;;;;;;;
35,9722;0;0,719444444;0,04;4;30;8;30;12;;;;;;;;;;;
35,9722;0;0,719444444;0,04;4;50;8;30;12;;;;;;;;;;;
36,1111;0;0,722222222;0,04;12;10;12;10;12;;;;;;;;;;;
36,1111;0;0,722222222;0,04;12;30;8;10;12;;;;;;;;;;;
36,1111;0;0,722222222;0,04;12;50;8;10;12;;;;;;;;;;;
36,25;0;0,725;0,02;4;30;4;50;12;;;;;;;;;;;
36,25;0;0,725;0,02;8;30;4;10;8;;;;;;;;;;;
36,25;0;0,725;0,02;4;50;4;50;12;;;;;;;;;;;
36,25;0;0,725;0,02;8;50;4;10;8;;;;;;;;;;;
36,25;0;0,725;0,03;12;10;4;10;8;;;;;;;;;;;
36,25;0;0,725;0,03;8;30;4;10;4;;;;;;;;;;;
36,25;0;0,725;0,03;12;30;4;10;8;;;;;;;;;;;
36,25;0;0,725;0,03;8;50;4;10;4;;;;;;;;;;;
36,25;0;0,725;0,03;12;50;4;10;8;;;;;;;;;;;
36,25;0;0,725;0,04;12;10;8;10;12;;;;;;;;;;;
36,3889;0;0,727777778;0,02;8;10;4;10;8;;;;;;;;;;;
36,3889;0;0,727777778;0,03;8;10;4;10;4;;;;;;;;;;;
36,3889;0;0,727777778;0,03;4;30;4;50;12;;;;;;;;;;;
36,3889;0;0,727777778;0,03;4;50;4;50;12;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;10;8;30;12;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;10;8;50;12;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;10;12;30;12;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;10;12;50;12;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;30;4;30;12;;;;;;;;;;;
36,5278;0;0,730555556;0,02;4;50;4;30;12;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;10;4;50;4;;;;;;;;;;;
36,5278;0;0,730555556;0,04;4;10;4;50;8;;;;;;;;;;;
36,6667;0;0,733333333;0,02;8;10;8;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,02;8;10;12;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,02;8;30;8;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,02;8;30;12;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,02;8;50;8;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,02;8;50;12;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;4;10;8;30;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;4;10;8;50;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;8;10;8;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;8;10;12;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;4;30;4;30;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;8;30;8;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;8;30;12;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;4;50;4;30;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;8;50;8;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,03;8;50;12;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,04;4;10;4;30;4;;;;;;;;;;;
36,6667;0;0,733333333;0,04;8;10;8;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,04;8;10;12;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,04;8;30;8;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,04;8;30;12;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,04;8;50;8;10;12;;;;;;;;;;;
36,6667;0;0,733333333;0,04;8;50;12;10;12;;;;;;;;;;;
36,8056;0;0,736111111;0,03;4;10;12;30;12;;;;;;;;;;;
36,8056;0;0,736111111;0,03;4;10;12;50;12;;;;;;;;;;;
36,8056;0;0,736111111;0,03;8;30;4;10;8;;;;;;;;;;;
36,8056;0;0,736111111;0,03;8;50;4;10;8;;;;;;;;;;;
36,8056;0;0,736111111;0,04;4;10;4;30;8;;;;;;;;;;;
36,8056;0;0,736111111;0,04;4;30;4;50;12;;;;;;;;;;;
36,8056;0;0,736111111;0,04;4;50;4;50;12;;;;;;;;;;;
36,9444;0;0,738888889;0,02;4;10;4;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,02;4;30;4;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,02;4;50;4;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;10;8;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;10;12;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,03;8;10;4;10;8;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;30;8;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;30;12;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;50;8;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,03;4;50;12;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,04;4;10;12;50;12;;;;;;;;;;;
36,9444;0;0,738888889;0,04;12;10;4;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,04;12;10;4;10;8;;;;;;;;;;;
36,9444;0;0,738888889;0,04;12;30;4;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,04;12;30;4;10;8;;;;;;;;;;;
36,9444;0;0,738888889;0,04;12;50;4;10;4;;;;;;;;;;;
36,9444;0;0,738888889;0,04;12;50;4;10;8;;;;;;;;;;;
37,0833;0;0,741666667;0,02;4;10;8;10;8;;;;;;;;;;;
37,0833;0;0,741666667;0,02;4;10;12;10;8;;;;;;;;;;;
37,0833;0;0,741666667;0,02;4;30;8;10;8;;;;;;;;;;;
37,0833;0;0,741666667;0,02;4;30;12;10;8;;;;;;;;;;;
37,0833;0;0,741666667;0,02;4;50;8;10;8;;;;;;;;;;;
37,0833;0;0,741666667;0,02;4;50;12;10;8;;;;;;;;;;;
37,0833;0;0,741666667;0,04;4;10;12;30;12;;;;;;;;;;;
37,0833;0;0,741666667;0,04;4;30;4;30;12;;;;;;;;;;;
37,0833;0;0,741666667;0,04;4;50;4;30;12;;;;;;;;;;;
37,2222;0;0,744444444;0,02;4;10;4;50;12;;;;;;;;;;;
37,2222;0;0,744444444;0,04;4;10;8;50;12;;;;;;;;;;;
37,3611;0;0,747222222;0,02;4;10;4;10;8;;;;;;;;;;;
37,3611;0;0,747222222;0,02;4;10;4;30;12;;;;;;;;;;;
37,3611;0;0,747222222;0,02;4;30;4;10;8;;;;;;;;;;;
37,3611;0;0,747222222;0,02;4;50;4;10;8;;;;;;;;;;;
37,3611;0;0,747222222;0,03;4;10;4;50;12;;;;;;;;;;;
37,3611;0;0,747222222;0,04;4;10;8;30;12;;;;;;;;;;;
37,3611;0;0,747222222;0,04;8;30;4;10;4;;;;;;;;;;;
37,3611;0;0,747222222;0,04;8;30;4;10;8;;;;;;;;;;;
37,3611;0;0,747222222;0,04;8;50;4;10;4;;;;;;;;;;;
37,3611;0;0,747222222;0,04;8;50;4;10;8;;;;;;;;;;;
37,5;0;0,75;0,03;4;10;4;30;12;;;;;;;;;;;
37,5;0;0,75;0,03;4;10;8;10;8;;;;;;;;;;;
37,5;0;0,75;0,03;4;10;12;10;8;;;;;;;;;;;
37,5;0;0,75;0,03;4;30;8;10;8;;;;;;;;;;;
37,5;0;0,75;0,03;4;30;12;10;8;;;;;;;;;;;
37,5;0;0,75;0,03;4;50;8;10;8;;;;;;;;;;;
37,5;0;0,75;0,03;4;50;12;10;8;;;;;;;;;;;
37,5;0;0,75;0,04;8;10;4;10;4;;;;;;;;;;;
37,5;0;0,75;0,04;8;10;4;10;8;;;;;;;;;;;
37,6389;0;0,752777778;0,02;12;10;4;10;12;;;;;;;;;;;
37,6389;0;0,752777778;0,02;12;30;4;10;12;;;;;;;;;;;
37,6389;0;0,752777778;0,02;12;50;4;10;12;;;;;;;;;;;
37,6389;0;0,752777778;0,03;4;10;4;10;4;;;;;;;;;;;
37,6389;0;0,752777778;0,03;4;30;4;10;4;;;;;;;;;;;
37,6389;0;0,752777778;0,03;4;50;4;10;4;;;;;;;;;;;
37,7778;0;0,755555556;0,03;12;10;4;10;12;;;;;;;;;;;
37,7778;0;0,755555556;0,03;12;30;4;10;12;;;;;;;;;;;
37,7778;0;0,755555556;0,03;12;50;4;10;12;;;;;;;;;;;
37,7778;0;0,755555556;0,04;12;10;4;10;12;;;;;;;;;;;
37,7778;0;0,755555556;0,04;12;30;4;10;12;;;;;;;;;;;
37,7778;0;0,755555556;0,04;12;50;4;10;12;;;;;;;;;;;
37,9167;0;0,758333333;0,03;4;10;4;10;8;;;;;;;;;;;
37,9167;0;0,758333333;0,03;4;30;4;10;8;;;;;;;;;;;
37,9167;0;0,758333333;0,03;4;50;4;10;8;;;;;;;;;;;
37,9167;0;0,758333333;0,04;4;10;4;50;12;;;;;;;;;;;
37,9167;0;0,758333333;0,04;4;10;8;10;4;;;;;;;;;;;
37,9167;0;0,758333333;0,04;4;10;12;10;4;;;;;;;;;;;
37,9167;0;0,758333333;0,04;4;30;8;10;4;;;;;;;;;;;
37,9167;0;0,758333333;0,04;4;30;12;10;4;;;;;;;;;;;
37,9167;0;0,758333333;0,04;4;50;8;10;4;;;;;;;;;;;
37,9167;0;0,758333333;0,04;4;50;12;10;4;;;;;;;;;;;
38,0556;0;0,761111111;0,04;4;10;4;30;12;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;10;4;10;4;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;10;4;10;8;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;10;8;10;8;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;10;12;10;8;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;30;4;10;4;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;30;4;10;8;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;30;8;10;8;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;30;12;10;8;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;50;4;10;4;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;50;4;10;8;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;50;8;10;8;;;;;;;;;;;
38,1944;0;0,763888889;0,04;4;50;12;10;8;;;;;;;;;;;
38,3333;0;0,766666667;0,02;8;10;4;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,02;4;30;8;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,02;4;30;12;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,02;8;30;4;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,02;4;50;8;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,02;4;50;12;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,02;8;50;4;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,03;8;10;4;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,03;4;30;8;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,03;4;30;12;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,03;8;30;4;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,03;4;50;8;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,03;4;50;12;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,03;8;50;4;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,04;8;10;4;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,04;8;30;4;10;12;;;;;;;;;;;
38,3333;0;0,766666667;0,04;8;50;4;10;12;;;;;;;;;;;
38,4722;0;0,769444444;0,02;4;10;8;10;12;;;;;;;;;;;
38,4722;0;0,769444444;0,02;4;10;12;10;12;;;;;;;;;;;
38,4722;0;0,769444444;0,03;4;10;8;10;12;;;;;;;;;;;
38,4722;0;0,769444444;0,03;4;10;12;10;12;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;30;8;10;12;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;30;12;10;12;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;50;8;10;12;;;;;;;;;;;
38,6111;0;0,772222222;0,04;4;50;12;10;12;;;;;;;;;;;
38,75;0;0,775;0,02;4;10;4;10;12;;;;;;;;;;;
38,75;0;0,775;0,02;4;30;4;10;12;;;;;;;;;;;
38,75;0;0,775;0,02;4;50;4;10;12;;;;;;;;;;;
38,75;0;0,775;0,03;4;10;4;10;12;;;;;;;;;;;
38,75;0;0,775;0,03;4;30;4;10;12;;;;;;;;;;;
38,75;0;0,775;0,03;4;50;4;10;12;;;;;;;;;;;
38,75;0;0,775;0,04;4;10;8;10;12;;;;;;;;;;;
38,75;0;0,775;0,04;4;10;12;10;12;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;10;4;10;12;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;30;4;10;12;;;;;;;;;;;
38,8889;0;0,777777778;0,04;4;50;4;10;12;;;;;;;;;;;
4,1667;0,002777778;0,080555556;0,02;12;50;12;30;4;;;;;;;;;;;
5;0,002777778;0,097222222;0,02;12;30;8;50;8;;;;;;;;;;;
5,1389;0,002777778;0,1;0,02;12;30;12;30;8;;;;;;;;;;;
5,8333;0,002777778;0,113888889;0,03;12;30;12;50;4;;;;;;;;;;;
5,8333;0,002777778;0,113888889;0,03;12;30;12;50;8;;;;;;;;;;;
5,8333;0,002777778;0,113888889;0,03;12;50;12;50;4;;;;;;;;;;;
5,9722;0,002777778;0,116666667;0,03;12;50;12;50;8;;;;;;;;;;;
6,8056;0,002777778;0,133333333;0,02;12;30;8;30;8;;;;;;;;;;;
6,8056;0,002777778;0,133333333;0,02;12;50;8;30;8;;;;;;;;;;;
6,9444;0,002777778;0,136111111;0,03;12;30;8;50;4;;;;;;;;;;;
7,5;0,002777778;0,147222222;0,03;12;30;8;50;8;;;;;;;;;;;
9,5833;0,002777778;0,188888889;0,02;12;10;12;50;4;;;;;;;;;;;
11,6667;0,002777778;0,230555556;0,02;12;50;4;50;4;;;;;;;;;;;
13,0556;0,002777778;0,258333333;0,02;12;50;4;50;8;;;;;;;;;;;
5,2778;0,005555556;0,1;0,02;12;50;12;30;8;;;;;;;;;;;
6,6667;0,005555556;0,127777778;0,03;12;50;8;50;4;;;;;;;;;;;
7,2222;0,005555556;0,138888889;0,03;12;50;8;50;8;;;;;;;;;;;
4,3056;0,008333333;0,077777778;0,02;12;30;8;50;4;;;;;;;;;;;
4,1667;0,013888889;0,069444444;0,02;12;30;12;50;8;;;;;;;;;;;
5,5556;0,013888889;0,097222222;0,02;12;50;8;50;8;;;;;;;;;;;
3,8889;0,016666667;0,061111111;0,02;12;50;12;50;8;;;;;;;;;;;
4,8611;0,022222222;0,075;0,02;12;50;8;50;4;;;;;;;;;;;
4,0278;0,025;0,055555556;0,02;12;30;12;50;4;;;;;;;;;;;
3,8889;0,033333333;0,044444444;0,02;12;50;12;50;4;;;;;;;;;;;
Matches;total;524880;;;;;;;;;;;;;;;;;
924;;;;;;;;;;;;;;;;;;;
